line_id	status	reason	n_candidates	n_atoms	n_sites
VERG-aene.1.228	correct		8	16	2
VERG-aene.1.229	correct		30	16	2
VERG-aene.1.230	correct		6	16	2
VERG-aene.1.231	correct		27	15	3
VERG-aene.1.232	correct		30	15	2
VERG-aene.1.233	correct		14	16	2
VERG-aene.1.234	correct		96	15	3
VERG-aene.1.235	correct		90	18	5
VERG-aene.1.236	correct		4	15	1
VERG-aene.1.237	correct		12	16	3
VERG-aene.1.238	correct		28	16	3
VERG-aene.1.239	correct		26	14	2
VERG-aene.1.240	correct		30	15	2
VERG-aene.1.241	correct		7	14	0
VERG-aene.1.242	correct		80	16	4
VERG-aene.1.243	correct		1	17	2
VERG-aene.1.244	correct		17	17	3
VERG-aene.1.245	correct		73	16	3
VERG-aene.1.246	correct		1	18	2
VERG-aene.1.247	correct		91	18	5
VERG-aene.1.248	correct		24	16	3
VERG-aene.1.249	gold_unreachable	elision_mismatch	2	13	0
VERG-aene.1.250	correct		55	17	4
VERG-aene.1.251	correct		54	16	4
VERG-aene.1.252	correct		8	17	2
VERG-aene.1.253	correct		34	15	2
VERG-aene.1.254	correct		19	15	2
VERG-aene.1.255	correct		9	14	1
VERG-aene.1.256	correct		42	17	4
VERG-aene.1.257	correct		19	16	2
VERG-aene.1.258	correct		8	16	3
VERG-aene.1.259	correct		89	17	4
VERG-aene.1.260	correct		36	17	5
VERG-aene.1.261	correct		8	17	2
VERG-aene.1.262	correct		96	17	5
VERG-aene.1.263	correct		7	17	2
VERG-aene.1.264	correct		43	15	3
VERG-aene.1.265	correct		87	16	4
VERG-aene.1.266	correct		8	16	1
VERG-aene.1.267	correct		31	15	3
VERG-aene.1.268	correct		15	16	1
VERG-aene.1.269	correct		2	14	1
VERG-aene.1.270	correct		428	17	6
VERG-aene.1.271	correct		16	14	2
VERG-aene.1.272	correct		3	13	0
VERG-aene.1.273	correct		14	15	1
VERG-aene.1.274	correct		22	17	3
VERG-aene.1.275	correct		41	17	4
VERG-aene.1.276	correct		81	17	5
VERG-aene.1.277	correct		70	16	3
VERG-aene.1.278	correct		7	14	0
VERG-aene.1.279	correct		40	16	2
VERG-aene.1.280	correct		2	17	2
VERG-aene.1.281	correct		280	18	5
VERG-aene.1.282	correct		6	14	0
VERG-aene.1.283	correct		29	16	3
VERG-aene.1.284	correct		8	15	1
VERG-aene.1.285	correct		2	17	2
VERG-aene.1.286	correct		14	15	1
VERG-aene.1.287	correct		156	16	4
VERG-aene.1.288	gold_unreachable	elision_mismatch	4	13	1
VERG-aene.1.289	correct		97	17	4
VERG-aene.1.290	correct		111	16	3
VERG-aene.1.291	correct		6	16	1
VERG-aene.1.292	correct		8	15	1
VERG-aene.1.293	correct		2	16	2
VERG-aene.1.294	correct		2	16	3
VERG-aene.1.295	correct		84	18	6
VERG-aene.1.296	correct		3	15	1
VERG-aene.1.297	correct		25	16	2
VERG-aene.1.298	correct		17	19	6
VERG-aene.1.299	correct		88	15	4
VERG-aene.1.300	correct		4	16	1
VERG-aene.1.301	correct		76	19	5
VERG-aene.1.302	correct		26	16	3
VERG-aene.1.303	gold_unreachable	elision_mismatch	62	15	3
VERG-aene.1.304	correct		3	16	2
VERG-aene.1.305	correct		174	16	5
VERG-aene.1.306	correct		3	14	0
VERG-aene.1.307	correct		48	16	4
VERG-aene.1.308	correct		8	18	4
VERG-aene.1.309	correct		22	18	4
VERG-aene.1.310	correct		74	17	4
VERG-aene.1.311	correct		4	17	4
VERG-aene.1.312	correct		6	17	1
VERG-aene.1.313	correct		15	14	1
VERG-aene.1.314	correct		56	17	3
VERG-aene.1.315	correct		4	16	0
VERG-aene.1.316	correct		39	15	3
VERG-aene.1.317	correct		138	18	6
VERG-aene.1.318	correct		27	17	2
VERG-aene.1.319	correct		14	15	2
VERG-aene.1.320	correct		7	15	1
VERG-aene.1.321	correct		187	17	6
VERG-aene.1.322	correct		8	14	1
VERG-aene.1.323	correct		2	17	3
VERG-aene.1.324	correct		9	15	2
VERG-aene.1.325	correct		32	15	2
VERG-aene.1.326	correct		24	18	4
VERG-aene.1.327	correct		84	16	4
VERG-aene.1.328	correct		20	15	1
VERG-aene.1.329	correct		6	15	1
VERG-aene.1.330	correct		67	16	4
VERG-aene.1.331	correct		7	15	1
VERG-aene.1.333	correct		11	14	1
VERG-aene.1.334	correct		152	17	5
VERG-aene.1.335	correct		9	16	1
VERG-aene.1.336	correct		26	15	2
VERG-aene.1.337	correct		16	15	2
VERG-aene.1.338	correct		21	17	2
VERG-aene.1.339	correct		7	15	1
VERG-aene.1.340	correct		25	16	2
VERG-aene.1.341	correct		171	17	5
VERG-aene.1.342	correct		10	14	1
VERG-aene.1.343	correct		92	17	5
VERG-aene.1.344	correct		6	17	3
VERG-aene.1.345	correct		14	16	2
VERG-aene.1.346	correct		2	15	0
VERG-aene.1.347	correct		125	18	5
VERG-aene.1.348	correct		21	16	3
VERG-aene.1.349	correct		54	18	5
VERG-aene.1.350	correct		9	16	2
VERG-aene.1.351	correct		158	17	6
VERG-aene.1.352	correct		10	15	0
VERG-aene.1.353	correct		11	15	1
VERG-aene.1.354	correct		1	16	1
VERG-aene.1.355	correct		4	14	0
VERG-aene.1.356	correct		24	17	3
VERG-aene.1.357	correct		10	18	4
VERG-aene.1.358	correct		146	17	6
VERG-aene.1.359	correct		2	16	3
VERG-aene.1.360	correct		10	15	1
VERG-aene.1.361	correct		36	18	4
VERG-aene.1.362	correct		41	19	5
VERG-aene.1.363	correct		12	18	5
VERG-aene.1.364	correct		15	16	1
VERG-aene.1.365	correct		25	16	3
VERG-aene.1.366	correct		18	18	5
VERG-aene.1.367	correct		6	14	0
VERG-aene.1.368	correct		3	14	1
VERG-aene.1.369	correct		14	15	1
VERG-aene.1.370	correct		19	17	3
VERG-aene.1.371	correct		18	14	1
VERG-aene.1.372	correct		15	16	1
VERG-aene.1.373	correct		36	16	3
VERG-aene.1.374	correct		17	15	2
VERG-aene.1.375	correct		95	15	4
VERG-aene.1.376	correct		102	17	5
VERG-aene.1.377	correct		8	15	1
VERG-aene.1.378	correct		98	16	4
VERG-aene.1.379	correct		41	16	2
VERG-aene.1.380	correct		406	19	7
VERG-aene.1.381	correct		26	16	4
VERG-aene.1.382	gold_unreachable	elision_mismatch	122	15	4
VERG-aene.1.383	no_candidates	vowel_chain	0	17	4
VERG-aene.1.384	correct		34	17	4
VERG-aene.1.385	correct		86	17	4
VERG-aene.1.386	correct		16	16	2
VERG-aene.1.387	correct		37	19	5
VERG-aene.1.388	correct		75	16	3
VERG-aene.1.389	gold_unreachable	open_syllable_length	20	18	4
VERG-aene.1.390	correct		5	16	1
VERG-aene.1.391	correct		64	16	3
VERG-aene.1.392	correct		600	17	6
VERG-aene.1.393	correct		6	15	1
VERG-aene.1.394	correct		87	18	5
VERG-aene.1.395	correct		5	14	1
VERG-aene.1.396	correct		47	17	4
VERG-aene.1.397	correct		2	14	0
VERG-aene.1.398	correct		2	15	1
VERG-aene.1.399	correct		55	17	4
VERG-aene.1.400	correct		72	17	4
VERG-aene.1.401	gold_unreachable	elision_mismatch	19	15	1
VERG-aene.1.402	correct		54	17	4
VERG-aene.1.403	correct		848	19	8
VERG-aene.1.404	correct		17	15	2
VERG-aene.1.405	correct		236	17	6
VERG-aene.1.406	correct		65	16	4
VERG-aene.1.407	correct		15	14	1
VERG-aene.1.408	correct		82	16	4
VERG-aene.1.409	correct		77	16	3
VERG-aene.1.410	correct		37	16	3
VERG-aene.1.411	correct		24	16	3
VERG-aene.1.412	correct		6	16	2
VERG-aene.1.413	correct		9	16	2
VERG-aene.1.414	correct		193	19	6
VERG-aene.1.415	correct		41	16	3
VERG-aene.1.416	correct		78	18	6
VERG-aene.1.417	correct		3	16	1
VERG-aene.1.418	correct		294	16	5
VERG-aene.1.419	correct		8	14	1
VERG-aene.1.420	correct		12	16	2
VERG-aene.1.421	correct		124	15	4
VERG-aene.1.422	correct		43	14	2
VERG-aene.1.423	correct		6	14	1
VERG-aene.1.424	correct		73	18	4
VERG-aene.1.425	correct		6	15	2
VERG-aene.1.426	correct		5	15	1
VERG-aene.1.427	correct		80	16	5
VERG-aene.1.428	correct		8	16	2
VERG-aene.1.429	correct		2	17	2
VERG-aene.1.430	correct		50	17	4
VERG-aene.1.431	correct		4	14	0
VERG-aene.1.432	correct		11	14	2
VERG-aene.1.433	correct		2	13	0
VERG-aene.1.434	correct		8	20	6
VERG-aene.1.435	correct		46	16	3
VERG-aene.1.436	correct		6	17	3
VERG-aene.1.437	correct		33	14	3
VERG-aene.1.438	correct		126	16	4
VERG-aene.1.439	correct		4	15	1
VERG-aene.1.440	correct		30	16	2
VERG-aene.1.441	correct		51	18	5
VERG-aene.1.442	correct		39	15	3
VERG-aene.1.443	correct		28	14	2
VERG-aene.1.444	correct		32	15	2
VERG-aene.1.445	correct		160	17	5
VERG-aene.1.446	correct		86	14	4
VERG-aene.1.447	correct		91	17	4
VERG-aene.1.449	correct		21	16	2
VERG-aene.1.450	correct		130	16	4
VERG-aene.1.451	correct		147	16	4
VERG-aene.1.452	correct		5	16	2
VERG-aene.1.453	correct		12	14	2
VERG-aene.1.454	correct		26	16	3
VERG-aene.1.455	correct		1	17	1
VERG-aene.1.456	correct		14	15	1
VERG-aene.1.457	correct		37	14	2
VERG-aene.1.458	correct		624	18	7
VERG-aene.1.459	correct		2	16	1
VERG-aene.1.460	correct		92	16	4
VERG-aene.1.461	correct		366	18	6
VERG-aene.1.462	correct		25	16	4
VERG-aene.1.463	correct		1	19	2
VERG-aene.1.464	correct		15	16	2
VERG-aene.1.465	correct		12	15	2
VERG-aene.1.466	correct		5	15	1
VERG-aene.1.467	correct		128	16	4
VERG-aene.1.468	correct		4	14	0
VERG-aene.1.469	correct		124	16	5
VERG-aene.1.470	correct		27	15	2
VERG-aene.1.471	correct		36	14	3
VERG-aene.1.472	correct		84	16	5
VERG-aene.1.473	correct		3	15	1
VERG-aene.1.474	correct		121	16	4
VERG-aene.1.475	correct		19	15	3
VERG-aene.1.476	correct		2	17	2
VERG-aene.1.477	correct		7	19	3
VERG-aene.1.478	correct		15	15	3
VERG-aene.1.479	correct		112	17	5
VERG-aene.1.480	correct		15	15	2
VERG-aene.1.481	correct		16	15	2
VERG-aene.1.482	correct		41	17	4
VERG-aene.1.483	correct		25	17	4
VERG-aene.1.484	correct		2	16	2
VERG-aene.1.485	correct		29	16	3
VERG-aene.1.486	correct		20	16	3
VERG-aene.1.487	correct		4	15	1
VERG-aene.1.488	correct		24	18	5
VERG-aene.1.489	correct		170	15	5
VERG-aene.1.490	correct		5	15	0
VERG-aene.1.491	correct		45	17	3
VERG-aene.1.492	correct		6	17	4
VERG-aene.1.493	correct		81	15	4
VERG-aene.1.494	correct		498	18	7
VERG-aene.1.495	correct		16	16	2
VERG-aene.1.496	correct		13	14	2
VERG-aene.1.497	correct		27	16	4
VERG-aene.1.498	correct		32	17	3
VERG-aene.1.499	correct		11	15	2
VERG-aene.1.500	correct		6	17	3
VERG-aene.1.501	correct		12	17	2
VERG-aene.1.502	correct		6	16	3
VERG-aene.1.503	correct		17	15	1
VERG-aene.1.504	correct		5	15	1
VERG-aene.1.505	correct		224	17	5
VERG-aene.1.506	correct		8	17	4
VERG-aene.1.507	correct		16	16	1
VERG-aene.1.508	correct		21	16	2
VERG-aene.1.509	correct		18	17	4
VERG-aene.1.510	correct		35	15	3
VERG-aene.1.511	correct		263	17	5
VERG-aene.1.512	correct		71	18	4
VERG-aene.1.513	correct		3	16	1
VERG-aene.1.514	correct		280	20	7
VERG-aene.1.515	correct		3	14	0
VERG-aene.1.516	correct		13	17	2
VERG-aene.1.517	correct		14	15	2
VERG-aene.1.518	correct		16	15	3
VERG-aene.1.519	correct		48	15	3
VERG-aene.1.520	correct		185	16	5
VERG-aene.1.521	correct		11	18	3
VERG-aene.1.522	correct		63	17	4
VERG-aene.1.523	correct		7	15	1
VERG-aene.1.524	correct		640	16	6
VERG-aene.1.525	correct		40	16	3
VERG-aene.1.526	correct		154	17	4
VERG-aene.1.527	correct		8	16	1
VERG-aene.1.528	correct		16	17	3
VERG-aene.1.529	correct		132	16	4
VERG-aene.1.530	correct		20	15	2
VERG-aene.1.531	correct		1	17	3
VERG-aene.1.532	correct		59	16	4
VERG-aene.1.533	correct		9	15	1
VERG-aene.1.535	correct		5	15	2
VERG-aene.1.536	correct		2	19	3
VERG-aene.1.537	correct		5	17	2
VERG-aene.1.538	correct		116	16	5
VERG-aene.1.539	correct		18	18	4
VERG-aene.1.540	correct		30	18	5
VERG-aene.1.541	correct		10	15	2
VERG-aene.1.542	correct		13	16	2
VERG-aene.1.543	correct		18	16	2
VERG-aene.1.544	correct		122	15	4
VERG-aene.1.545	correct		24	15	2
VERG-aene.1.546	correct		165	16	4
VERG-aene.1.547	correct		56	18	4
VERG-aene.1.548	correct		11	15	2
VERG-aene.1.549	correct		56	17	3
VERG-aene.1.550	correct		11	16	1
VERG-aene.1.551	correct		18	14	2
VERG-aene.1.552	correct		5	15	1
VERG-aene.1.553	correct		35	16	2
VERG-aene.1.554	correct		70	18	4
VERG-aene.1.555	correct		6	16	2
VERG-aene.1.556	correct		31	15	2
VERG-aene.1.557	correct		18	16	2
VERG-aene.1.558	correct		23	16	2
VERG-aene.1.559	correct		4	17	2
VERG-aene.1.561	correct		33	15	3
VERG-aene.1.562	gold_unreachable	elision_mismatch	4	17	4
VERG-aene.1.563	correct		99	16	4
VERG-aene.1.564	correct		36	14	2
VERG-aene.1.565	correct		80	17	4
VERG-aene.1.566	correct		89	17	5
VERG-aene.1.567	correct		27	16	3
VERG-aene.1.568	correct		63	17	4
VERG-aene.1.569	correct		328	17	6
VERG-aene.1.570	correct		94	17	4
VERG-aene.1.571	correct		302	18	6
VERG-aene.1.572	correct		4	15	0
VERG-aene.1.573	correct		402	16	6
VERG-aene.1.574	correct		31	16	3
VERG-aene.1.575	correct		8	16	2
VERG-aene.1.576	correct		29	16	2
VERG-aene.1.577	correct		464	17	7
VERG-aene.1.578	correct		6	16	2
VERG-aene.1.579	gold_unreachable	elision_mismatch	3	15	1
VERG-aene.1.580	correct		30	16	3
VERG-aene.1.581	correct		17	15	3
VERG-aene.1.582	correct		17	16	3
VERG-aene.1.583	correct		49	16	3
VERG-aene.1.584	correct		38	16	3
VERG-aene.1.585	correct		2	13	1
VERG-aene.1.586	correct		7	15	1
VERG-aene.1.587	correct		8	16	1
VERG-aene.1.588	correct		89	16	3
VERG-aene.1.589	correct		7	17	2
VERG-aene.1.590	correct		647	18	7
VERG-aene.1.591	correct		4	17	3
VERG-aene.1.592	correct		4	18	3
VERG-aene.1.593	correct		6	17	3
VERG-aene.1.594	correct		19	15	2
VERG-aene.1.595	correct		194	16	5
VERG-aene.1.596	correct		21	15	2
VERG-aene.1.597	correct		8	16	2
VERG-aene.1.598	gold_unreachable	elision_mismatch	22	16	3
VERG-aene.1.599	correct		24	17	3
VERG-aene.1.600	correct		18	16	2
VERG-aene.1.601	correct		31	16	3
VERG-aene.1.602	correct		9	16	3
VERG-aene.1.603	correct		7	15	1
VERG-aene.1.604	correct		216	17	5
VERG-aene.1.605	correct		18	18	4
VERG-aene.1.606	correct		18	16	2
VERG-aene.1.607	correct		7	16	3
VERG-aene.1.608	correct		12	15	2
VERG-aene.1.609	correct		25	16	2
VERG-aene.1.610	correct		18	16	3
VERG-aene.1.611	correct		347	17	6
VERG-aene.1.612	correct		22	15	3
VERG-aene.1.613	correct		59	15	3
VERG-aene.1.614	correct		114	17	4
VERG-aene.1.615	correct		11	15	1
VERG-aene.1.616	correct		24	16	3
VERG-aene.1.617	correct		346	17	7
VERG-aene.1.618	correct		30	17	3
VERG-aene.1.619	correct		78	17	4
VERG-aene.1.620	correct		21	17	4
VERG-aene.1.621	correct		25	16	2
VERG-aene.1.622	correct		56	15	3
VERG-aene.1.623	correct		18	16	2
VERG-aene.1.624	correct		30	15	2
VERG-aene.1.625	correct		31	16	4
VERG-aene.1.626	correct		75	17	6
VERG-aene.1.627	correct		34	18	5
VERG-aene.1.628	correct		1	15	0
VERG-aene.1.629	correct		67	15	3
VERG-aene.1.630	correct		1	15	0
VERG-aene.1.631	correct		56	16	3
VERG-aene.1.632	correct		30	15	3
VERG-aene.1.633	correct		25	16	2
VERG-aene.1.634	correct		4	15	3
VERG-aene.1.635	correct		10	14	2
VERG-aene.1.637	correct		10	15	1
VERG-aene.1.638	correct		28	16	3
VERG-aene.1.639	correct		71	15	3
VERG-aene.1.640	correct		2	16	3
VERG-aene.1.641	correct		10	16	3
VERG-aene.1.642	correct		9	17	3
VERG-aene.1.643	correct		109	17	5
VERG-aene.1.644	correct		32	18	4
VERG-aene.1.645	correct		71	18	5
VERG-aene.1.646	correct		20	15	1
VERG-aene.1.647	correct		120	18	5
VERG-aene.1.648	correct		10	15	2
VERG-aene.1.649	correct		18	14	2
VERG-aene.1.650	correct		88	18	5
VERG-aene.1.651	correct		5	17	3
VERG-aene.1.652	correct		25	15	2
VERG-aene.1.653	correct		200	17	5
VERG-aene.1.654	correct		10	15	1
VERG-aene.1.655	correct		6	16	3
VERG-aene.1.656	correct		17	17	3
VERG-aene.1.657	correct		225	18	6
VERG-aene.1.658	correct		72	17	3
VERG-aene.1.659	correct		160	16	4
VERG-aene.1.660	correct		6	16	3
VERG-aene.1.661	gold_unreachable	elision_mismatch	8	16	1
VERG-aene.1.662	correct		27	15	2
VERG-aene.1.663	correct		5	15	1
VERG-aene.1.664	correct		142	17	5
VERG-aene.1.665	gold_unreachable	elision_mismatch	9	14	1
VERG-aene.1.666	correct		70	16	4
VERG-aene.1.667	correct		63	17	4
VERG-aene.1.668	correct		50	16	3
VERG-aene.1.669	correct		63	17	4
VERG-aene.1.670	correct		6	15	1
VERG-aene.1.671	correct		254	15	4
VERG-aene.1.672	correct		22	16	3
VERG-aene.1.673	correct		2	16	1
VERG-aene.1.674	correct		10	14	0
VERG-aene.1.675	correct		121	17	5
VERG-aene.1.676	correct		18	15	2
VERG-aene.1.677	correct		13	15	1
VERG-aene.1.678	correct		41	17	3
VERG-aene.1.679	correct		15	17	3
VERG-aene.1.680	correct		4	15	0
VERG-aene.1.681	correct		54	16	3
VERG-aene.1.682	correct		22	17	3
VERG-aene.1.683	correct		116	15	5
VERG-aene.1.684	correct		314	17	5
VERG-aene.1.685	correct		60	17	4
VERG-aene.1.686	correct		25	15	3
VERG-aene.1.687	correct		4	16	3
VERG-aene.1.688	correct		5	14	2
VERG-aene.1.689	correct		3	16	2
VERG-aene.1.690	correct		9	14	2
